Var2	value	sum	genome
3594	25X8290421	outsider	13	25
3595	25X8290448	outsider	16	25
3596	25X8290459	outsider	8	25
3597	25X8290478	outsider	4	25
3598	25X8290542	outsider	24	25
3599	25X8290642	outsider	3	25
3600	25X8290802	outsider	3	25
3601	25X8290836	outsider	6	25
3602	25X8290854	outsider	20	25
3603	25X8290865	outsider	12	25
3604	25X8290920	outsider	15	25
3605	25X8290924	outsider	3	25
3606	25X8291040	outsider	15	25
3607	25X8291062	outsider	12	25
3608	25X8291135	outsider	7	25
3609	25X8291238	outsider	3	25
3610	25X8291268	outsider	12	25
3611	25X8291665	outsider	26	25
3612	25X8291674	outsider	26	25
3613	25X8291680	outsider	3	25
3614	25X8291705	outsider	4	25
3615	25X8291837	outsider	13	25
3616	25X8291864	outsider	3	25
3617	25X8292010	outsider	12	25
3618	25X8292042	outsider	9	25
3619	25X8292046	outsider	12	25
3620	25X8292047	outsider	4	25
3621	25X8292052	outsider	6	25
3622	25X8292094	outsider	4	25
3623	25X8292106	outsider	10	25
3624	25X8292324	outsider	15	25
3625	25X8292369	outsider	4	25
3626	25X8292443	outsider	16	25
3627	25X8292446	outsider	23	25
3628	25X8292537	outsider	24	25
3629	25X8292668	outsider	8	25
3630	25X8292690	outsider	16	25
3631	25X8292758	outsider	14	25
3632	25X8292894	outsider	4	25
3633	25X8293026	outsider	9	25
3634	25X8293337	outsider	4	25
3635	25X8293366	outsider	4	25
3636	25X8293452	outsider	5	25
3637	25X8293453	outsider	6	25
3638	25X8293507	outsider	21	25
3639	25X8293929	outsider	8	25
3640	25X8294101	outsider	11	25
3641	25X8294241	outsider	20	25
3642	25X8294305	outsider	8	25
3643	25X8294331	outsider	21	25
3644	25X8294333	outsider	22	25
3645	25X8294389	outsider	4	25
3646	25X8294433	outsider	16	25
3647	25X8294516	outsider	3	25
3648	25X8294577	outsider	21	25
3649	25X8294647	outsider	3	25
3650	25X8294671	outsider	17	25
3651	25X8294697	outsider	11	25
3652	25X8294966	outsider	10	25
3653	25X8294999	outsider	8	25
3654	25X8295012	outsider	5	25
3655	25X8295017	outsider	16	25
3656	25X8295033	outsider	3	25
3657	25X8295096	outsider	6	25
3658	25X8295161	outsider	12	25
3659	25X8295179	outsider	23	25
3660	25X8295277	outsider	6	25
3661	25X8295336	outsider	12	25
3662	25X8295662	outsider	5	25
3663	25X8295705	outsider	6	25
3664	25X8295707	outsider	13	25
3665	25X8295729	outsider	21	25
3666	25X8295739	outsider	9	25
3667	25X8295743	outsider	8	25
3668	25X8295831	outsider	7	25
3669	25X8295967	outsider	4	25
3670	25X8296156	outsider	4	25
3671	25X8296158	outsider	22	25
3672	25X8296167	outsider	14	25
3673	25X8296171	outsider	12	25
3674	25X8296187	outsider	13	25
3675	25X8296241	outsider	8	25
3676	25X8296259	outsider	12	25
3677	25X8296606	outsider	22	25
3678	25X8296617	outsider	5	25
3679	25X8296818	outsider	11	25
3680	25X8296934	outsider	3	25
3681	25X8296951	outsider	11	25
3682	25X8297010	outsider	3	25
3683	25X8297051	outsider	6	25
3684	25X8297142	outsider	14	25
3685	25X8297149	outsider	10	25
3686	25X8297407	outsider	16	25
3687	25X8297416	outsider	20	25
3688	25X8297430	outsider	3	25
3689	25X8297466	outsider	6	25
3690	25X8297634	outsider	15	25
3691	25X8297641	outsider	6	25
3692	25X8297649	outsider	6	25
3693	25X8298035	outsider	3	25
3694	25X8298245	outsider	3	25
3695	25X8298263	outsider	3	25
3696	25X8298399	outsider	4	25
3697	25X8298466	outsider	13	25
3698	25X8298489	outsider	5	25
3699	25X8298659	outsider	9	25
3700	26X8314068	outsider	5	26
3701	26X8314695	outsider	4	26
3702	26X8314717	outsider	3	26
3703	26X8322292	outsider	3	26
3704	26X8336951	outsider	3	26
3705	26X8343355	outsider	4	26
3706	26X8355444	outsider	4	26
3707	26X8359183	outsider	3	26
3708	26X8370922	outsider	4	26
3709	26X8374695	outsider	4	26
3710	26X8389691	outsider	8	26
3711	26X8411640	outsider	4	26
3712	26X8414846	outsider	4	26
3713	26X8423137	outsider	4	26
3714	26X8427225	outsider	3	26
3715	26X8433349	outsider	4	26
3716	26X8438924	outsider	5	26
3717	26X8447320	outsider	3	26
3718	26X8457318	outsider	4	26
3719	26X8464724	outsider	5	26
3720	26X8477704	outsider	4	26
3721	26X8500216	outsider	3	26
3722	26X8500228	outsider	5	26
3723	26X8505049	outsider	3	26
3724	26X8513864	outsider	4	26
3725	26X8519600	outsider	7	26
3726	26X8527392	outsider	7	26
3727	26X8545002	outsider	4	26
3728	26X8551711	outsider	4	26
3729	26X8573948	outsider	5	26
3730	26X8589779	outsider	5	26
3731	26X8599261	outsider	7	26
3732	26X8615514	outsider	4	26
3733	26X8621511	outsider	3	26
3734	26X8637522	outsider	7	26
3735	26X8653091	outsider	3	26
3736	26X8653104	outsider	4	26
3737	26X8664408	outsider	4	26
3738	26X8673348	outsider	4	26
3739	26X8686029	outsider	5	26
3740	26X8700650	outsider	3	26
3741	26X8725741	outsider	3	26
3742	26X8738054	outsider	3	26
3743	26X8752394	outsider	3	26
3744	26X8752395	outsider	4	26
3745	26X8761467	outsider	4	26
3746	27X8779891	outsider	5	27
3747	27X8802337	outsider	4	27
3748	27X8805381	outsider	3	27
3749	27X8806127	outsider	3	27
3750	27X8809540	outsider	6	27
3751	27X8821001	outsider	3	27
3752	27X8834655	outsider	6	27
3753	27X8837598	outsider	3	27
3754	27X8850539	outsider	3	27
3755	27X8860395	outsider	5	27
3756	27X8866086	outsider	3	27
3757	27X8873402	outsider	5	27
3758	27X8879669	outsider	3	27
3759	27X8888891	outsider	3	27
3760	27X8888897	outsider	4	27
3761	27X8888902	outsider	5	27
3762	27X8888909	outsider	4	27
3763	27X8921829	outsider	4	27
3764	27X8940636	outsider	4	27
3765	27X8951704	outsider	3	27
3766	27X8955110	outsider	3	27
3767	27X8955303	outsider	3	27
3768	27X8962708	outsider	3	27
3769	27X8962787	outsider	3	27
3770	27X8973692	outsider	4	27
3771	27X9000183	outsider	3	27
3772	27X9003519	outsider	3	27
3773	27X9004080	outsider	3	27
3774	27X9005235	outsider	3	27
3775	27X9025950	outsider	5	27
3776	27X9037871	outsider	3	27
3777	27X9044024	outsider	3	27
3778	27X9044873	outsider	3	27
3779	27X9052388	outsider	3	27
3780	27X9066688	outsider	3	27
3781	27X9067004	outsider	4	27
3782	27X9068393	outsider	3	27
3783	27X9070398	outsider	3	27
3784	27X9092280	outsider	3	27
3785	28X9094780	outsider	20	28
3786	28X9094781	outsider	4	28
3787	28X9094785	outsider	16	28
3788	28X9094964	outsider	13	28
3789	28X9095017	outsider	21	28
3790	28X9095075	outsider	21	28
3791	28X9095098	outsider	17	28
3792	28X9095158	outsider	4	28
3793	28X9095319	outsider	22	28
3794	28X9095326	outsider	16	28
3795	28X9095656	outsider	3	28
3796	28X9095735	outsider	6	28
3797	28X9095765	outsider	12	28
3798	28X9095775	outsider	4	28
3799	28X9095777	outsider	7	28
3800	28X9095789	outsider	13	28
3801	28X9095794	outsider	4	28
3802	28X9095801	outsider	4	28
3803	28X9096029	outsider	9	28
3804	28X9096044	outsider	3	28
3805	28X9096048	outsider	13	28
3806	28X9096084	outsider	15	28
3807	28X9096191	outsider	21	28
3808	28X9096203	outsider	3	28
3809	28X9096219	outsider	9	28
3810	28X9096221	outsider	6	28
3811	28X9096223	outsider	5	28
3812	28X9096245	outsider	3	28
3813	28X9096250	outsider	3	28
3814	28X9096350	outsider	12	28
3815	28X9096358	outsider	18	28
3816	28X9096381	outsider	5	28
3817	28X9096385	outsider	20	28
3818	28X9096391	outsider	4	28
3819	28X9096392	outsider	9	28
3820	28X9096533	outsider	5	28
3821	28X9096680	outsider	12	28
3822	28X9096708	outsider	10	28
3823	28X9096723	outsider	5	28
3824	28X9096791	outsider	9	28
3825	28X9096835	outsider	18	28
3826	28X9096885	outsider	3	28
3827	28X9097046	outsider	10	28
3828	28X9097275	outsider	6	28
3829	28X9097397	outsider	13	28
3830	28X9097400	outsider	19	28
3831	28X9097467	outsider	19	28
3832	28X9097572	outsider	6	28
3833	28X9097586	outsider	7	28
3834	28X9097893	outsider	16	28
3835	28X9098087	outsider	4	28
3836	28X9098226	outsider	16	28
3837	28X9098227	outsider	14	28
3838	28X9098231	outsider	14	28
3839	28X9098273	outsider	8	28
3840	28X9098277	outsider	20	28
3841	28X9098352	outsider	9	28
3842	28X9098475	outsider	3	28
3843	28X9098479	outsider	5	28
3844	28X9098507	outsider	17	28
3845	28X9098569	outsider	3	28
3846	28X9098718	outsider	14	28
3847	28X9098769	outsider	12	28
3848	28X9098806	outsider	3	28
3849	28X9098893	outsider	9	28
3850	28X9098926	outsider	3	28
3851	28X9099005	outsider	17	28
3852	28X9099032	outsider	21	28
3853	28X9099033	outsider	21	28
3854	28X9099107	outsider	20	28
3855	28X9099108	outsider	21	28
3856	28X9099109	outsider	21	28
3857	28X9099131	outsider	19	28
3858	28X9099132	outsider	19	28
3859	28X9099133	outsider	20	28
3860	28X9099186	outsider	21	28
3861	28X9099244	outsider	21	28
3862	28X9099500	outsider	22	28
3863	28X9099633	outsider	3	28
3864	28X9099942	outsider	23	28
3865	28X9100029	outsider	3	28
3866	28X9100125	outsider	5	28
3867	28X9100224	outsider	3	28
3868	28X9100251	outsider	10	28
3869	28X9100252	outsider	4	28
3870	28X9100278	outsider	9	28
3871	28X9100295	outsider	5	28
3872	28X9100316	outsider	11	28
3873	28X9100320	outsider	20	28
3874	28X9100371	outsider	7	28
3875	28X9100518	outsider	7	28
3876	28X9100681	outsider	9	28
3877	28X9100779	outsider	24	28
3878	28X9101277	outsider	4	28
3879	28X9101315	outsider	18	28
3880	28X9101321	outsider	21	28
3881	28X9101322	outsider	19	28
3882	28X9101323	outsider	21	28
3883	28X9101326	outsider	17	28
3884	28X9101346	outsider	13	28
3885	28X9101528	outsider	22	28
3886	28X9101701	outsider	17	28
3887	28X9101709	outsider	17	28
3888	28X9101747	outsider	18	28
3889	28X9101772	outsider	4	28
3890	28X9101903	outsider	6	28
3891	28X9101917	outsider	13	28
3892	28X9101918	outsider	14	28
3893	28X9101941	outsider	14	28
3894	28X9102277	outsider	4	28
3895	28X9102337	outsider	14	28
3896	28X9102345	outsider	9	28
3897	28X9102347	outsider	7	28
3898	28X9102360	outsider	5	28
3899	28X9102554	outsider	17	28
3900	28X9102680	outsider	9	28
3901	28X9102793	outsider	3	28
3902	28X9102795	outsider	5	28
3903	28X9102797	outsider	15	28
3904	28X9102803	outsider	9	28
3905	28X9102806	outsider	3	28
3906	28X9102812	outsider	9	28
3907	28X9102906	outsider	20	28
3908	28X9102941	outsider	7	28
3909	28X9102959	outsider	6	28
3910	28X9102962	outsider	12	28
3911	28X9103191	outsider	4	28
3912	28X9103194	outsider	5	28
3913	28X9103582	outsider	4	28
3914	28X9103652	outsider	15	28
3915	28X9103876	outsider	17	28
3916	28X9103920	outsider	11	28
3917	28X9104057	outsider	13	28
3918	28X9104114	outsider	5	28
3919	28X9104149	outsider	4	28
3920	28X9104151	outsider	7	28
3921	28X9104163	outsider	8	28
3922	28X9104284	outsider	4	28
3923	28X9104288	outsider	9	28
3924	28X9104297	outsider	5	28
3925	28X9104394	outsider	10	28
3926	28X9104455	outsider	15	28
3927	28X9104543	outsider	3	28
3928	28X9104588	outsider	5	28
3929	28X9104633	outsider	4	28
3930	28X9104639	outsider	3	28
3931	28X9104642	outsider	15	28
3932	28X9104646	outsider	17	28
3933	28X9104668	outsider	13	28
3934	28X9104677	outsider	19	28
3935	28X9104689	outsider	4	28
3936	28X9104690	outsider	5	28
3937	28X9104947	outsider	8	28
3938	28X9105012	outsider	12	28
3939	28X9105067	outsider	20	28
3940	28X9105342	outsider	23	28
3941	28X9105509	outsider	14	28
3942	28X9105677	outsider	10	28
3943	28X9105752	outsider	20	28
3944	28X9105758	outsider	4	28
3945	28X9105779	outsider	3	28
3946	30X9110730	outsider	6	30
3947	30X9110739	outsider	3	30
3948	30X9110754	outsider	5	30
3949	30X9110933	outsider	3	30
3950	30X9110935	outsider	3	30
3951	30X9110938	outsider	3	30
3952	30X9110983	outsider	3	30
3953	30X9117204	outsider	3	30
3954	30X9120246	outsider	3	30
3955	30X9120247	outsider	3	30
3956	30X9120707	outsider	3	30
3957	30X9128413	outsider	3	30
3958	30X9133175	outsider	3	30
3959	30X9137365	outsider	4	30
3960	30X9143282	outsider	11	30
3961	30X9144988	outsider	3	30
3962	30X9146501	outsider	3	30
3963	30X9149695	outsider	12	30
3964	30X9149730	outsider	3	30
3965	30X9149731	outsider	3	30
3966	30X9149739	outsider	3	30
3967	30X9149746	outsider	3	30
3968	30X9150648	outsider	4	30
3969	30X9159825	outsider	3	30
3970	30X9161734	outsider	14	30
3971	30X9167281	outsider	3	30
3972	30X9169702	outsider	3	30
3973	30X9174793	outsider	3	30
3974	30X9174822	outsider	3	30
3975	30X9177770	outsider	13	30
3976	30X9180813	outsider	3	30
3977	30X9184547	outsider	3	30
3978	30X9184686	outsider	3	30
3979	30X9185790	outsider	5	30
3980	30X9187930	outsider	3	30
3981	30X9188532	outsider	3	30
3982	30X9188537	outsider	3	30
3983	30X9196952	outsider	5	30
3984	30X9211227	outsider	5	30
3985	30X9212278	outsider	3	30
3986	30X9212331	outsider	3	30
3987	30X9213979	outsider	3	30
3988	30X9221319	outsider	9	30
3989	30X9236815	outsider	3	30
3990	30X9247670	outsider	3	30
3991	30X9254928	outsider	3	30
3992	30X9255325	outsider	7	30
3993	30X9262357	outsider	3	30
3994	30X9262445	outsider	3	30
3995	30X9262480	outsider	3	30
3996	30X9262483	outsider	3	30
3997	30X9272964	outsider	4	30
3998	30X9273866	outsider	3	30
3999	30X9273873	outsider	8	30
4000	30X9274305	outsider	5	30
4001	30X9276805	outsider	7	30
4002	30X9280381	outsider	3	30
4003	30X9289932	outsider	3	30
4004	30X9290185	outsider	13	30
4005	30X9308112	outsider	3	30
4006	30X9321907	outsider	3	30
4007	30X9327238	outsider	3	30
4008	30X9327245	outsider	3	30
4009	30X9327251	outsider	3	30
4010	30X9338988	outsider	3	30
4011	30X9342321	outsider	5	30
4012	30X9372781	outsider	3	30
4013	30X9378725	outsider	3	30
4014	30X9384687	outsider	3	30
4015	30X9387529	outsider	5	30
4016	30X9396067	outsider	3	30
4017	30X9396097	outsider	3	30
4018	30X9405217	outsider	9	30
4019	30X9405229	outsider	12	30
4020	30X9406573	outsider	3	30
4021	30X9406574	outsider	3	30
4022	30X9420930	outsider	3	30
4023	30X9431813	outsider	8	30
4024	30X9433984	outsider	4	30
4025	30X9434189	outsider	4	30
4026	30X9440223	outsider	3	30
4027	30X9443135	outsider	3	30
4028	30X9450358	outsider	9	30
4029	30X9455006	outsider	3	30
4030	30X9456546	outsider	9	30
4031	30X9463174	outsider	5	30
4032	30X9473987	outsider	3	30
4033	30X9489098	outsider	3	30
4034	30X9492402	outsider	3	30
4035	30X9492426	outsider	3	30
4036	30X9493646	outsider	12	30
4037	30X9495932	outsider	3	30
4038	30X9501094	outsider	3	30
4039	30X9502774	outsider	3	30
4040	30X9502866	outsider	3	30
4041	30X9504748	outsider	7	30
4042	30X9511248	outsider	7	30
4043	30X9512972	outsider	8	30
4044	30X9513929	outsider	10	30
4045	30X9514270	outsider	7	30
4046	30X9514277	outsider	3	30
4047	30X9514463	outsider	3	30
4048	30X9515398	outsider	3	30
4049	30X9520191	outsider	4	30
4050	30X9524078	outsider	3	30
4051	30X9525075	outsider	3	30
4052	30X9530685	outsider	3	30
4053	30X9530715	outsider	3	30
4054	30X9531593	outsider	3	30
4055	30X9532694	outsider	4	30
4056	30X9534299	outsider	3	30
4057	30X9537906	outsider	3	30
4058	30X9542388	outsider	3	30
4059	30X9542399	outsider	3	30
4060	30X9542403	outsider	3	30
4061	30X9542405	outsider	3	30
4062	30X9551191	outsider	10	30
4063	30X9551266	outsider	4	30
4064	30X9553966	outsider	10	30
4065	30X9557003	outsider	8	30
4066	30X9558371	outsider	3	30
4067	30X9558378	outsider	4	30
4068	30X9558380	outsider	8	30
4069	30X9560772	outsider	3	30
4070	30X9571827	outsider	5	30
4071	30X9579658	outsider	3	30
4072	30X9590736	outsider	3	30
4073	30X9590800	outsider	3	30
4074	30X9593687	outsider	7	30
4075	30X9595958	outsider	3	30
4076	30X9603289	outsider	3	30
4077	30X9603302	outsider	12	30
4078	30X9604305	outsider	10	30
4079	30X9606646	outsider	4	30
4080	30X9606826	outsider	11	30
4081	30X9610327	outsider	4	30
4082	30X9611162	outsider	16	30
4083	30X9611167	outsider	8	30
4084	30X9611180	outsider	7	30
4085	30X9622808	outsider	3	30
4086	30X9627121	outsider	3	30
4087	30X9633596	outsider	3	30
4088	30X9634793	outsider	3	30
4089	30X9635364	outsider	6	30
4090	30X9638367	outsider	3	30
4091	30X9638375	outsider	3	30
4092	30X9639301	outsider	3	30
4093	30X9643986	outsider	3	30
4094	30X9651821	outsider	3	30
4095	30X9656441	outsider	7	30
4096	30X9658503	outsider	3	30
4097	30X9662984	outsider	12	30
4098	30X9673549	outsider	12	30
4099	30X9673550	outsider	13	30
4100	30X9679501	outsider	3	30
4101	30X9680341	outsider	3	30
4102	30X9680342	outsider	3	30
4103	30X9680343	outsider	3	30
4104	30X9684079	outsider	3	30
4105	30X9684080	outsider	3	30
4106	30X9686368	outsider	8	30
4107	30X9688622	outsider	10	30
4108	30X9702512	outsider	3	30
4109	30X9702530	outsider	3	30
4110	30X9707259	outsider	3	30
4111	30X9708803	outsider	6	30
4112	30X9713337	outsider	3	30
4113	30X9714680	outsider	4	30
4114	30X9718258	outsider	4	30
4115	30X9723107	outsider	3	30
4116	30X9723297	outsider	11	30
4117	30X9724579	outsider	7	30
4118	30X9724689	outsider	3	30
4119	30X9728825	outsider	5	30
4120	30X9738065	outsider	13	30
4121	30X9751364	outsider	3	30
4122	30X9753724	outsider	3	30
4123	30X9758254	outsider	4	30
4124	30X9758531	outsider	7	30
4125	30X9760757	outsider	9	30
4126	30X9760769	outsider	3	30
4127	30X9761273	outsider	6	30
4128	30X9763588	outsider	3	30
4129	30X9769857	outsider	3	30
4130	30X9772955	outsider	3	30
4131	30X9776759	outsider	3	30
4132	30X9778522	outsider	3	30
4133	30X9783323	outsider	3	30
4134	30X9784440	outsider	3	30
4135	30X9790116	outsider	3	30
4136	30X9795057	outsider	3	30
4137	30X9799988	outsider	3	30
4138	30X9800553	outsider	3	30
4139	30X9801244	outsider	3	30
4140	30X9814058	outsider	8	30
4141	30X9836743	outsider	9	30
4142	30X9837419	outsider	3	30
4143	30X9839636	outsider	7	30
4144	30X9847789	outsider	3	30
4145	30X9848403	outsider	5	30
4146	30X9863010	outsider	3	30
4147	30X9863747	outsider	3	30
4148	30X9873314	outsider	3	30
4149	30X9874521	outsider	3	30
4150	30X9874525	outsider	4	30
4151	30X9876122	outsider	3	30
4152	30X9876128	outsider	3	30
4153	30X9884716	outsider	3	30
4154	30X9893436	outsider	8	30
4155	30X9893515	outsider	5	30
4156	30X9893927	outsider	4	30
4157	30X9895094	outsider	3	30
4158	30X9898898	outsider	3	30
4159	30X9906870	outsider	13	30
4160	30X9912365	outsider	3	30
4161	30X9912371	outsider	3	30
4162	30X9917291	outsider	3	30
4163	30X9919535	outsider	3	30
4164	30X9923539	outsider	3	30
4165	30X9923546	outsider	6	30
4166	30X9926482	outsider	3	30
4167	30X9927620	outsider	3	30
4168	30X9930758	outsider	4	30
4169	30X9931341	outsider	4	30
4170	30X9935312	outsider	3	30
4171	30X9939279	outsider	3	30
4172	30X9939281	outsider	3	30
4173	30X9945828	outsider	3	30
4174	30X9950088	outsider	3	30
4175	30X9953596	outsider	4	30
4176	30X9954663	outsider	3	30
4177	30X9957761	outsider	3	30
4178	30X9968940	outsider	7	30
4179	30X9969027	outsider	12	30
4180	30X9969095	outsider	12	30
4181	30X9979420	outsider	3	30
4182	30X9988800	outsider	6	30
4183	30X9994952	outsider	3	30
4184	30X9999070	outsider	3	30
4185	30X10000224	outsider	9	30
4186	30X10000225	outsider	5	30
4187	30X10003198	outsider	13	30
4188	30X10006239	outsider	3	30
4189	30X10006241	outsider	7	30
4190	30X10008377	outsider	18	30
4191	30X10021127	outsider	5	30
4192	30X10021923	outsider	3	30
4193	30X10029465	outsider	6	30
4194	30X10030738	outsider	10	30
4195	30X10042393	outsider	4	30
4196	30X10045020	outsider	3	30
4197	30X10049882	outsider	9	30
4198	30X10050596	outsider	9	30
4199	30X10055817	outsider	4	30
4200	30X10058485	outsider	4	30
4201	30X10058815	outsider	3	30
4202	30X10061513	outsider	4	30
4203	30X10065783	outsider	3	30
4204	30X10068340	outsider	3	30
4205	30X10068457	outsider	6	30
4206	30X10070401	outsider	3	30
4207	30X10070404	outsider	3	30
4208	30X10070416	outsider	3	30
4209	30X10075690	outsider	3	30
4210	30X10076131	outsider	7	30
4211	30X10076951	outsider	6	30
4212	30X10086326	outsider	3	30
4213	30X10088957	outsider	3	30
4214	30X10090132	outsider	3	30
4215	30X10091821	outsider	3	30
4216	30X10092696	outsider	3	30
4217	30X10093274	outsider	3	30
4218	30X10101734	outsider	3	30
4219	30X10104708	outsider	6	30
4220	30X10104711	outsider	8	30
4221	30X10104723	outsider	7	30
4222	30X10109220	outsider	3	30
4223	31X10163252	outsider	3	31
4224	31X10531436	outsider	3	31
4225	32X10689841	outsider	3	32
4226	32X10689848	outsider	4	32
4227	32X10692200	outsider	4	32
4228	32X10708435	outsider	3	32
4229	32X10708440	outsider	6	32
4230	32X10717557	outsider	5	32
4231	32X10734159	outsider	5	32
4232	32X10735559	outsider	3	32
4233	32X10742920	outsider	3	32
4234	32X10758586	outsider	3	32
4235	32X10768762	outsider	5	32
4236	32X10803119	outsider	3	32
4237	32X10829418	outsider	3	32
4238	32X10880321	outsider	3	32
4239	32X10880327	outsider	4	32
4240	32X10885560	outsider	3	32
4241	32X10946037	outsider	3	32
4242	32X10989673	outsider	3	32
4243	32X10999695	outsider	3	32
4244	32X11035825	outsider	4	32
4245	32X11067940	outsider	3	32
4246	32X11080269	outsider	3	32
4247	32X11100777	outsider	3	32
4248	32X11105592	outsider	4	32
4249	32X11126272	outsider	3	32
4250	32X11140412	outsider	3	32
4251	32X11140422	outsider	3	32
4252	32X11169060	outsider	5	32
4253	32X11170150	outsider	3	32
4254	32X11190277	outsider	5	32
4255	32X11195691	outsider	4	32
4256	32X11200930	outsider	5	32
4257	32X11208906	outsider	3	32
4258	32X11216675	outsider	3	32
4259	32X11216678	outsider	3	32
4260	32X11218226	outsider	4	32
4261	32X11218232	outsider	4	32
4262	32X11222509	outsider	3	32
4263	32X11237135	outsider	3	32
4264	33X11252455	outsider	9	33
4265	33X11252625	outsider	12	33
4266	33X11252639	outsider	15	33
4267	33X11252781	outsider	4	33
4268	33X11252910	outsider	7	33
4269	33X11253038	outsider	5	33
4270	33X11253240	outsider	3	33
4271	33X11253370	outsider	9	33
4272	33X11253400	outsider	5	33
4273	33X11253508	outsider	8	33
4274	33X11253681	outsider	3	33
4275	33X11253743	outsider	3	33
4276	33X11253786	outsider	3	33
4277	33X11253917	outsider	11	33
4278	33X11253967	outsider	5	33
4279	33X11254284	outsider	3	33
4280	33X11254629	outsider	7	33
4281	33X11254654	outsider	3	33
4282	33X11254663	outsider	4	33
4283	33X11254706	outsider	12	33
4284	33X11254735	outsider	15	33
4285	33X11254828	outsider	3	33
4286	33X11255001	outsider	12	33
4287	33X11255396	outsider	9	33
4288	33X11255432	outsider	16	33
4289	33X11255494	outsider	3	33
4290	33X11255538	outsider	18	33
4291	33X11255705	outsider	8	33
4292	33X11255710	outsider	10	33
4293	33X11255716	outsider	3	33
4294	33X11255736	outsider	13	33
4295	33X11255805	outsider	3	33
4296	33X11255826	outsider	8	33
4297	33X11255868	outsider	17	33
4298	33X11255879	outsider	7	33
4299	33X11255922	outsider	5	33
4300	33X11255956	outsider	3	33
4301	33X11256007	outsider	16	33
4302	33X11256135	outsider	16	33
4303	33X11256631	outsider	7	33
4304	33X11256698	outsider	9	33
4305	33X11256723	outsider	4	33
4306	33X11256880	outsider	3	33
4307	33X11256908	outsider	7	33
4308	33X11257008	outsider	15	33
4309	33X11257059	outsider	3	33
4310	33X11257117	outsider	5	33
4311	33X11257208	outsider	12	33
4312	33X11257224	outsider	3	33
4313	33X11257265	outsider	5	33
4314	33X11257707	outsider	18	33
4315	33X11257712	outsider	6	33
4316	33X11257721	outsider	4	33
4317	33X11257832	outsider	6	33
4318	33X11257916	outsider	4	33
4319	33X11257948	outsider	3	33
4320	33X11257957	outsider	8	33
4321	33X11258025	outsider	4	33
4322	33X11258048	outsider	4	33
4323	33X11258195	outsider	6	33
4324	33X11258241	outsider	5	33
4325	33X11258275	outsider	3	33
4326	33X11258299	outsider	8	33
4327	33X11258453	outsider	7	33
4328	33X11258505	outsider	3	33
4329	33X11258801	outsider	4	33
4330	33X11258828	outsider	9	33
4331	33X11259230	outsider	8	33
4332	33X11259295	outsider	13	33
4333	33X11259657	outsider	13	33
4334	33X11259668	outsider	4	33
4335	33X11260477	outsider	4	33
4336	33X11261474	outsider	13	33
4337	33X11261485	outsider	8	33
4338	33X11261684	outsider	4	33
4339	33X11261797	outsider	9	33
4340	33X11261844	outsider	7	33
4341	33X11261888	outsider	10	33
4342	33X11261954	outsider	17	33
4343	33X11262029	outsider	4	33
4344	33X11262291	outsider	4	33
4345	33X11262304	outsider	5	33
4346	33X11262397	outsider	8	33
4347	33X11262780	outsider	7	33
4348	33X11263004	outsider	3	33
4349	33X11263107	outsider	15	33
4350	33X11263303	outsider	4	33
4351	33X11263482	outsider	4	33
4352	33X11263545	outsider	8	33
4353	33X11263842	outsider	13	33
4354	33X11263915	outsider	4	33
4355	33X11263968	outsider	16	33
4356	33X11264019	outsider	10	33
4357	33X11264104	outsider	8	33
4358	33X11264158	outsider	5	33
4359	33X11264852	outsider	10	33
4360	33X11265211	outsider	6	33
4361	33X11265244	outsider	9	33
4362	33X11265248	outsider	14	33
4363	33X11265277	outsider	6	33
4364	33X11265293	outsider	3	33
4365	33X11265329	outsider	14	33
4366	33X11265340	outsider	3	33
4367	33X11265628	outsider	7	33
4368	33X11265689	outsider	6	33
4369	33X11265800	outsider	8	33
4370	33X11266004	outsider	13	33
4371	33X11266259	outsider	3	33
4372	33X11266319	outsider	9	33
4373	33X11266327	outsider	4	33
4374	33X11266334	outsider	11	33
4375	33X11266335	outsider	11	33
4376	33X11266339	outsider	14	33
4377	33X11266517	outsider	8	33
4378	33X11266728	outsider	10	33
4379	33X11267202	outsider	5	33
4380	33X11267442	outsider	6	33
4381	33X11267468	outsider	7	33
4382	33X11267506	outsider	9	33
4383	33X11267614	outsider	5	33
4384	33X11267625	outsider	6	33
4385	33X11267758	outsider	6	33
4386	33X11268130	outsider	6	33
4387	33X11268268	outsider	3	33
4388	33X11268540	outsider	5	33
4389	33X11268593	outsider	3	33
4390	33X11269325	outsider	16	33
4391	33X11269949	outsider	3	33
4392	33X11269979	outsider	9	33
4393	33X11270003	outsider	7	33
4394	33X11270027	outsider	6	33
4395	33X11270115	outsider	17	33
4396	33X11270389	outsider	9	33
4397	33X11270399	outsider	6	33
4398	33X11270515	outsider	6	33
4399	33X11270754	outsider	12	33
4400	33X11270804	outsider	12	33
4401	33X11270992	outsider	13	33
4402	33X11270994	outsider	7	33
4403	33X11270999	outsider	8	33
4404	33X11271011	outsider	8	33
4405	33X11271126	outsider	5	33
4406	33X11271421	outsider	3	33
4407	33X11271533	outsider	3	33
4408	33X11271664	outsider	3	33
4409	33X11271862	outsider	5	33
4410	33X11271894	outsider	8	33
4411	33X11271903	outsider	10	33
4412	33X11271945	outsider	4	33
4413	33X11272059	outsider	3	33
4414	33X11272111	outsider	13	33
4415	33X11272173	outsider	6	33
